attitude_max_roll,attitude_max_pitch,attitude_max_yaw,gravity_max_x,gravity_max_y,gravity_max_z,rotationRate_max_x,rotationRate_max_y,rotationRate_max_z,userAcceleration_max_x,userAcceleration_max_y,userAcceleration_max_z,attitude_sum_roll,attitude_sum_pitch,attitude_sum_yaw,gravity_sum_x,gravity_sum_y,gravity_sum_z,rotationRate_sum_x,rotationRate_sum_y,rotationRate_sum_z,userAcceleration_sum_x,userAcceleration_sum_y,attitude_min_roll,attitude_min_pitch,attitude_min_yaw,gravity_min_x,gravity_min_y,gravity_min_z,rotationRate_min_x,rotationRate_min_y,rotationRate_min_z,userAcceleration_min_x,userAcceleration_min_y,userAcceleration_min_z,attitude_sumSS_roll,attitude_sumSS_pitch,attitude_sumSS_yaw,gravity_sumSS_x,gravity_sumSS_y,gravity_sumSS_z,rotationRate_sumSS_x,rotationRate_sumSS_y,rotationRate_sumSS_z,userAcceleration_sumSS_x,userAcceleration_sumSS_y,userAcceleration_sumSS_z,attitude_std_roll,attitude_std_pitch,attitude_std_yaw,gravity_std_x,gravity_std_y,gravity_std_z,rotationRate_std_x,rotationRate_std_y,rotationRate_std_z,userAcceleration_std_x,userAcceleration_std_y,attitude_skew_pitch,attitude_skew_roll,attitude_skew_yaw,gravity_skew_x,gravity_skew_y,gravity_skew_z,rotationRate_skew_x,rotationRate_skew_y,rotationRate_skew_z,userAcceleration_skew_x,Activities_Types
-2.804652,-1.476076,3.006719,-0.028074,0.996157,0.089548,0.009977,0.02274,0.009965,0.032789,0.011728,0.002283,-2.815881185,-1.480190745,2.99652372,-0.028913215,0.995895395,0.08563232,0.001623945,-0.000726,-0.00025713,0.02202282,0.00811807,-2.829511,-1.483096,2.979783,-0.030312,0.995517,0.082703,-0.006179,-0.023084,-0.015799,0.007663,0.002135,-0.008327,7.925038556,2.190968358,8.977759757,0.00082346,0.991813822,0.007331387,3.67E-06,2.46E-05,5.94E-06,0.000488102,6.97E-05,7.44E-06,0.005621433,0.002349737,0.00532302,0.000619851,0.000213543,0.002357357,0.002913053,0.008044508,0.004260835,0.003743496,0.00168037,0.334580485,-0.313350211,-0.267891595,-0.824526857,-0.352230338,0.265394342,0.280972207,0.084221834,-0.469775065,-0.669726792,1
0.649777,-1.495966,-1.007088,0.044739,0.998703,-0.04467,0.062836,0.429161,0.113925,0.175041,0.024119,0.074041,0.45346805,-1.505545895,-1.229014865,0.02818925,0.997851775,-0.057655215,0.002872115,-0.013311915,-0.002018325,0.035021785,0.004182565,0.350234,-1.519868,-1.305663,0.020656,0.997202,-0.066103,-0.089412,-0.632756,-0.113929,-0.049515,-0.024535,0.01407,0.19403277,2.263123109,1.545967714,0.000780142,0.995593864,0.003415003,8.72E-05,0.000591608,9.76E-05,0.00109936,2.48E-05,0.001717191,0.053106392,0.006372923,0.058960123,0.004776281,0.00040662,0.005613667,0.025441538,0.151256151,0.031995987,0.031244632,0.006074842,-0.46723185,2.224049707,2.339498433,1.464845554,0.333301238,0.600740751,-0.956245428,-0.905665948,-0.140434138,1.87790161,1
3.140791,-1.425034,-0.019643,0.020407,0.990943,0.145237,0.046268,0.13758,0.042462,0.059045,0.031963,-0.026645,2.742875125,-1.43027626,-0.07563895,0.011788715,0.99014047,0.13943421,-0.001774285,0.01526655,-0.003850965,0.018292005,0.01010556,-3.139952,-1.436105,-0.11695,-0.001535,0.989395,0.133815,-0.038901,-0.04043,-0.046406,-0.011939,-0.007314,-0.094658,9.293864532,2.045055873,0.006309443,0.000159785,0.980322763,0.019479227,2.91E-05,0.000226671,2.11E-05,0.000267277,0.000102323,0.002523003,1.352595383,0.002387875,0.027427165,0.005878414,0.000334257,0.002446194,0.013896626,0.034535917,0.009428365,0.01080042,0.004086761,-0.084322705,-4.155720483,0.141015946,-0.379606911,0.030153437,0.282167585,0.036184293,1.350478413,0.530947554,1.150761773,1
-0.006703,-0.97512,2.097427,-0.002082,0.986369,0.203606,3.729248,6.321175,1.420257,0.79825,5.143512,1.452922,-0.844349775,-1.23330543,0.151676535,-0.197578605,0.93948944,-0.201571625,0.14893992,-0.7745435,0.121709725,0.106284355,0.06201391,-2.211602,-1.405499,-1.922904,-0.308854,0.827769,-0.549513,-4.128537,-8.297947,-1.554485,-1.216984,-1.678335,-4.569608,0.582630195,1.555107733,0.715744767,0.049991161,0.898793136,0.050698152,1.536309712,1.457770017,0.186449083,0.057069392,0.115081618,0.192403013,0.580359216,0.093849476,1.230323908,0.088829142,0.033793524,0.169813924,1.636089707,1.91258677,0.60835625,0.343042816,0.873743468,0.610034176,-0.748843899,0.250664067,0.757942386,-1.131689686,0.460840232,0.008184177,-0.139090814,-0.140843947,-0.58564441,0
-3.060124,-1.308891,-3.003735,-0.015274,0.969552,0.258239,0.032831,0.037516,0.010274,-0.007656,0.02196,0.014711,-3.067347915,-1.31696624,-3.01217283,-0.018610115,0.967949725,0.250385375,-0.00117605,9.29E-05,0.0007531,-0.01709969,0.00630076,-3.081763,-1.323396,-3.027449,-0.020294,0.965898,0.244118,-0.055278,-0.041329,-0.011056,-0.024661,-0.002811,-0.019995,9.399181759,1.735524317,9.062809203,0.000359975,0.937149844,0.062457507,6.68E-05,5.29E-05,1.18E-05,0.000298876,4.11E-05,1.84E-05,0.005260887,0.00407826,0.006302544,0.001150224,0.001026951,0.003994906,0.014792892,0.013807548,0.004803088,0.002673667,0.003484045,0.354390941,-1.249608406,-0.859637411,1.556956991,-0.380511619,0.349907354,-0.388298732,-0.243024632,-0.535591334,0.581650752,1
1.87245,-1.101223,3.139241,0.308444,0.986372,0.070197,3.464315,4.395555,1.744337,1.582532,2.909099,1.182629,0.642101405,-1.27884217,0.414593925,0.120705615,0.955267725,-0.207137925,-0.012424275,-0.5868842,0.179543975,0.0904364,0.015344135,-0.146117,-1.405512,-3.137374,-0.064905,0.891761,-0.45078,-2.367749,-4.323298,-2.472871,-0.495349,-0.743709,-0.685859,0.341930157,1.654721828,6.289503093,0.018807544,0.921249062,0.044189926,0.608876794,1.001427469,0.39800409,0.020150604,0.051570466,0.026239936,0.593418861,0.071423704,2.264755598,0.10542549,0.022371371,0.136058406,1.120406294,1.51248365,0.801780011,0.279851952,0.407237809,0.680821401,0.369855868,-0.488322732,-0.08217981,-1.230823496,0.115816944,0.584079569,0.150628684,-0.591711043,1.511737099,0
-0.545606,-1.193575,2.447546,-0.006853,0.995474,0.367429,4.368697,2.694591,1.189608,0.77415,4.185376,1.612325,-2.048214495,-1.367929865,0.906703365,-0.11433502,0.97671066,0.10091864,-0.003777315,-0.00569271,-0.00462579,0.02476539,0.02872611,-3.121072,-1.475622,-0.105712,-0.202061,0.929692,-0.135438,-3.508491,-3.650946,-2.179511,-1.09159,-2.017551,-1.148361,3.794445672,1.937906249,1.017766402,0.011964754,0.968400654,0.008108203,2.079938738,0.796855323,0.17869732,0.032636487,0.581285374,0.051551823,0.722160854,0.07575555,0.665658444,0.04371111,0.017530558,0.143777469,1.720413015,1.211477826,0.595943794,0.310778556,1.09970691,0.766585032,0.088971038,0.140521496,0.065801537,-1.122212327,0.366510822,-0.192689741,-0.497756717,-0.159624243,-0.519076715,2
1.892568,-0.664509,2.48161,0.500676,0.98443,0.068391,3.864457,3.190238,1.797032,1.925145,2.781642,2.372062,0.8873562,-1.018545975,1.036267805,0.362702895,0.84056302,-0.330426045,-0.05228013,-0.468947525,0.093686435,0.052502415,0.10052016,0.066562,-1.394101,0.439746,0.029528,0.616673,-0.685468,-3.62102,-5.732828,-2.194842,-0.685507,-0.77197,-3.432194,0.823146143,1.071334883,0.930098113,0.155126542,0.739409997,0.090650476,1.69551772,1.095415806,0.141766798,0.061515121,0.060475018,0.063482312,0.36907372,0.159792184,0.45366052,0.111042842,0.083062508,0.183716537,1.59403942,1.851846833,0.576653432,0.409930568,0.526786579,-0.109470567,0.311998437,1.483145383,-1.115050949,-0.646103341,-0.106277829,-0.04243516,-0.684330963,-0.454448413,1.467384298,0
2.403593,-0.720252,1.380089,0.488838,0.967667,0.309065,3.390912,6.548586,2.47201,0.513521,1.339637,1.226865,1.29143021,-1.070189715,-0.826447575,0.360213145,0.867464995,-0.164335935,0.12942034,0.835488145,-0.07000711,-0.04778545,0.04961546,0.348443,-1.31581,-2.232411,0.226517,0.659574,-0.642712,-3.594113,-3.938756,-1.917484,-1.384081,-0.913081,-1.115685,1.666218529,1.163717744,1.284697837,0.130508619,0.776815721,0.063453861,1.052176579,1.874533088,0.259672892,0.02182558,0.031724794,0.023525886,0.59469268,0.151019663,1.069434924,0.066599469,0.075670007,0.284673898,1.449022647,1.901171911,0.76044588,0.250877135,0.299450367,0.312046632,0.199757555,0.365546144,0.059190979,-0.791113604,-0.06097979,0.380161448,0.068698806,1.099892344,-1.066021859,3
0.702691,-0.47724,-0.922208,0.573959,0.484728,-0.674302,0.024612,0.137508,0.08154,0.012309,0.022831,0.005559,0.662574875,-0.494510485,-0.953599765,0.54128563,0.474591125,-0.693697225,-0.004751855,0.010865515,0.00576051,9.57E-05,0.010432295,0.638332,-0.506053,-0.965093,0.524476,0.459329,-0.706885,-0.034341,-0.02309,-0.074905,-0.009177,-0.004859,-0.011397,0.416317237,0.245762114,0.925522886,0.279767474,0.226277646,0.49383648,2.15E-05,3.64E-05,2.92E-05,5.63E-06,0.000121981,3.20E-06,0.025847166,0.006417754,0.015078321,0.018656912,0.00565844,0.013394616,0.012493694,0.029939423,0.029513949,0.00356527,0.004768629,0.99745468,0.555841684,1.131649349,0.66102614,-1.009547307,0.477698282,-0.403878301,2.696507529,0.183266726,-0.047014365,5
-1.086032,-1.391778,-1.609405,-0.147365,0.986041,-0.046028,0.068384,0.222212,0.041087,0.046075,0.030836,0.065962,-1.177478325,-1.39820858,-1.673534465,-0.15830242,0.985138995,-0.06556536,-0.00127607,0.016533635,0.000610135,-0.002985655,0.007373805,-1.302535,-1.403516,-1.748731,-0.169489,0.984019,-0.077776,-0.050165,-0.239095,-0.07368,-0.047971,-0.022015,-0.024783,1.35558868,1.953667323,2.780286186,0.025165066,0.970348129,0.004781035,6.75E-05,0.002378685,8.93E-05,4.12E-05,5.97E-05,1.00E-04,0.066487498,0.003083328,0.041233836,0.006294328,0.00052951,0.009986194,0.018846215,0.085621086,0.017725677,0.014474636,0.00631339,-0.003526807,-0.461512188,-0.128316869,0.004209139,-0.022750604,0.604296824,0.183287246,0.165105707,-1.026829947,-0.23085552,1
3.13172,-1.021523,3.056912,0.11848,0.999949,0.502148,6.543603,9.112266,2.892356,1.807482,4.059955,3.268698,-1.097800635,-1.305017815,-0.22091778,-0.034243825,0.954042235,0.051635785,0.14420289,-0.01679994,0.06475255,-0.0941071,0.127362915,-3.133672,-1.5607,-2.89871,-0.208773,0.852904,-0.438992,-8.558849,-12.348226,-4.544089,-2.048347,-2.003032,-3.253158,1.137091025,1.738802225,3.196141192,0.002193493,0.937752078,0.059687712,7.04948965,4.190214751,0.381826182,0.262325681,0.87119921,0.723164673,1.639235031,0.150762198,1.881666493,0.059411627,0.042442008,0.284715185,3.219998333,3.525176042,1.234370696,0.722471079,1.337169909,0.195106261,0.363301129,0.058293991,-0.022088034,-0.723826435,0.18145997,-0.196198809,-0.902230822,-0.367333111,0.039121812,2
2.711181,-0.996209,-0.318316,0.459393,0.948977,0.48568,5.300434,4.010891,1.443436,1.240159,1.590505,0.934934,1.95796164,-1.11547084,-1.21479689,0.316335855,0.89632268,0.129249715,0.161655815,-0.059646215,-0.0449855,0.061841435,0.023034155,0.917348,-1.249977,-2.376858,0.189419,0.839417,-0.319654,-3.527306,-2.670219,-1.89922,-0.428343,-1.544338,-1.768543,4.612082984,1.232661752,1.288495008,0.088958323,0.802478249,0.077333994,2.0522255,0.622523269,0.314953892,0.020649084,0.17173556,0.100752394,0.661845471,0.063398945,0.672348955,0.087458894,0.027850633,0.267924218,1.843964334,1.28173822,0.768867922,0.293855093,0.609039727,-0.031461648,-0.32336473,-0.207592377,0.181948744,-0.187548188,-0.354748436,0.239324396,0.743260292,-0.111963096,1.197102167,4
1.280937,-1.06627,1.62497,0.204158,0.998383,-0.026787,1.558856,2.389597,1.291546,0.699698,2.122945,0.563016,0.281127835,-1.31436249,0.0686495,0.02449117,0.96207972,-0.21593419,-0.022065025,-0.24083472,0.04967428,0.031143645,0.042190755,-0.424638,-1.513921,-0.576316,-0.193692,0.875403,-0.450028,-1.618888,-4.225808,-1.091222,-0.35648,-0.683473,-0.459215,0.148584507,1.817877839,0.147719683,0.009298867,0.951301771,0.040320861,0.217090919,0.572108066,0.141092819,0.007028215,0.018538208,0.016786738,0.544718073,0.104700765,0.473730367,0.116515201,0.031374609,0.112847774,0.713409841,1.131373598,0.479015873,0.15475999,0.346978991,0.824993398,0.311040163,0.699755676,-0.173274562,-1.486748096,-0.476410668,0.254744497,-0.622351861,-0.136066381,1.206154684,0
2.540405,-0.652299,3.139209,0.727446,0.938692,0.358504,4.999072,4.892264,5.837854,2.842977,7.066061,2.503522,1.6495729,-0.950548955,0.833887165,0.519389795,0.804399535,-0.012567195,0.08218589,0.01903456,0.05062772,0.08056216,-0.01438551,0.991369,-1.218816,-3.127247,0.221774,0.607015,-0.387117,-3.605838,-4.346665,-3.241865,-1.411229,-2.047745,-1.762836,2.173274487,0.838692311,7.817108144,0.347122002,0.628928614,0.047491688,3.387908366,0.787137878,1.529951062,0.187148823,0.467929075,0.118944378,0.470891081,0.15187732,2.675337726,0.146396104,0.087239405,0.233121841,2.066951387,1.576216649,1.824456654,0.772852225,1.284357332,-0.089981506,0.437675289,-0.586287484,-0.56673425,-0.183506285,0.106902389,0.135343535,-0.054397107,0.778254017,0.610245456,2
-2.571683,-1.36054,-2.735627,-0.062926,0.986827,0.198599,0.21107,0.350775,0.053972,0.04792,0.071398,0.072398,-2.688504295,-1.38114716,-2.86417266,-0.081331695,0.981969455,0.16922947,0.00458267,-0.01978418,-0.00649002,0.006599265,0.001542325,-2.833586,-1.4083,-2.969745,-0.092793,0.977977,0.141779,-0.215648,-0.623305,-0.107541,-0.04547,-0.035644,-0.089159,7.167215242,1.915179382,8.205661145,0.007031242,0.965474271,0.027230461,0.000805793,0.012400831,0.000275519,0.000167035,2.01E-05,0.000264733,0.076477142,0.014374437,0.057619517,0.008371661,0.002709932,0.018430211,0.068984288,0.223609576,0.033459347,0.017991995,0.013588436,-0.006995464,-0.359761784,-0.00602617,0.635337134,-0.05041677,0.164566162,-0.216383172,-1.190149209,-0.925455021,-0.249198229,1
-1.656759,-1.293046,-1.371943,-0.258704,0.963562,0.069187,0.032791,0.487587,0.016504,0.014374,0.00675,0.041423,-1.734826975,-1.295095085,-1.43781601,-0.268318175,0.96223358,0.044406215,-0.006484915,0.039095985,-0.000583355,-0.01131138,-0.000301445,-1.832117,-1.300016,-1.473685,-0.272264,0.961675,0.023407,-0.05742,-0.166855,-0.035571,-0.029282,-0.008551,-0.012339,3.041705196,1.676302468,2.081285188,0.072010112,0.92569991,0.002209707,8.04E-05,0.000463003,5.22E-06,0.000161456,4.05E-06,0.000318303,0.034789159,0.001415219,0.021794558,0.002125322,0.000383713,0.009318229,0.015106111,0.154659784,0.007205726,0.007716373,0.003109206,-1.59452709,0.701258687,1.504736314,1.717945963,1.574646851,-0.751264729,-0.765307256,1.695696283,-2.169440473,1.080582678,1
2.822269,-0.609241,3.139758,0.239814,0.99976,0.306698,5.606219,5.304095,2.114482,0.724083,2.715933,1.224596,-0.71915592,-1.177505955,0.56956401,-0.147811675,0.893735305,-0.204839275,0.155838925,0.5775372,-0.10130135,-0.00533943,0.05403345,-3.130032,-1.548888,-3.140456,-0.497696,0.572245,-0.672668,-3.094476,-6.290882,-3.010776,-1.378892,-1.356326,-1.263964,0.475097958,1.551523135,6.325942901,0.03202266,0.89792056,0.076822839,2.830856384,1.117795275,0.415062067,0.034194904,0.120177627,0.058713575,1.444000547,0.25966344,2.287615189,0.182986199,0.118936779,0.300804274,2.259011036,1.876602021,0.925326089,0.320491352,0.510378949,0.622377049,0.49905582,-0.535713844,0.123924034,-1.268750956,0.065512643,0.671806907,-0.51096701,-0.476274626,-1.146672437,3
-1.720028,-1.361205,-1.326586,-0.195009,0.979843,0.052458,0.078233,0.163508,0.030249,0.039819,0.014429,0.101713,-1.75734436,-1.364816935,-1.348736605,-0.20073475,0.97885926,0.03786528,0.000781725,0.0011644,0.00021908,-0.056368135,-0.013866085,-1.833432,-1.369676,-1.379775,-0.204244,0.978116,0.030501,-0.065197,-0.269286,-0.017185,-0.116982,-0.034149,-0.028944,3.036058821,1.862400633,1.819614843,0.040549273,0.958120894,0.00121808,8.62E-05,0.003839045,3.58E-05,0.003159453,0.00019216,0.003043018,0.034288167,0.001971508,0.010199443,0.002703389,0.000402999,0.006727547,0.018979262,0.091624761,0.009509996,0.017048601,0.006197803,-0.109910553,-0.956221727,-0.118483921,0.567056289,0.094941073,0.898184931,0.286562781,-0.101492859,0.520417187,1.523115369,1
-2.15173,-1.485865,-2.308713,-0.02678,0.99839,0.075712,0.133218,0.352729,0.142275,0.067055,0.177405,0.102745,-2.481239545,-1.49842301,-2.634189885,-0.04302511,0.997350625,0.05615454,-0.00451919,0.011476005,0.00202281,0.00603526,0.004211235,-2.730336,-1.514048,-2.898117,-0.054731,0.996396,0.034947,-0.114299,-0.403325,-0.053776,-0.041986,-0.105848,-0.050908,6.326402077,2.247770053,7.092070596,0.001974309,0.994890543,0.00333287,0.000520286,0.002494592,0.000363638,3.99E-05,4.82E-05,0.000212974,0.164457806,0.007977996,0.166839896,0.008384284,0.000577042,0.011330965,0.03936952,0.111029159,0.028375272,0.016324614,0.019786521,-0.021669366,0.287736481,0.287043932,0.369632437,-0.133185783,0.053964272,0.42373231,0.470857725,0.929050914,0.734648833,1
2.109761,-0.933918,2.984687,0.348933,0.96313,0.15844,3.741535,5.833922,1.596965,1.378161,3.44505,1.983298,0.9658701,-1.134035635,2.048881835,0.24526817,0.900229705,-0.24834478,0.12008506,-0.10995555,-0.034905655,0.141989675,0.066262125,0.174944,-1.298404,1.498653,0.098984,0.803956,-0.584375,-2.417834,-5.54606,-3.322313,-1.2854,-1.567179,-2.395244,0.409716502,1.331241866,3.406604962,0.061081162,0.83595731,0.102924147,1.181241492,1.304351862,0.331369721,0.048760411,0.113098124,0.114897965,0.649723796,0.114590378,0.442787369,0.061725809,0.049201692,0.248693878,1.576308524,2.04538155,0.849119826,0.467291198,0.66774552,0.120988444,0.525835783,0.680156166,-0.43619077,-0.307664577,0.324015841,0.483568233,0.290958,-1.178017411,0.171797086,4
-1.378175,-0.499292,3.134106,-0.270201,0.95639,0.588949,3.362167,4.388512,2.158016,1.13708,1.928787,0.470213,-1.98359911,-0.90823064,-0.56188716,-0.50911358,0.764356495,0.270513295,0.06900728,-0.002781645,0.15365348,0.275963145,0.23370895,-2.315275,-1.274382,-3.138969,-0.703421,0.478804,-0.069145,-5.434332,-2.626537,-2.834474,-2.347521,-1.078089,-1.978338,4.228696127,0.851512587,8.82751083,0.300865251,0.635652813,0.0570804,2.331117699,0.99483366,1.148290022,0.147119305,0.342487869,0.152536965,0.279748903,0.250339884,2.767979385,0.122342331,0.157388272,0.209917509,1.959675367,1.443805842,1.251007897,0.489161952,0.664947722,0.205926046,0.660415546,0.543361705,0.215928841,-0.440904113,0.011432144,-0.387760798,0.611419469,-0.04278658,-1.808751779,4
-1.078055,-1.14872,1.936131,-0.236172,0.963845,0.229951,1.709628,2.344848,1.037406,0.946783,1.280841,0.729367,-1.78042745,-1.220651985,1.42082655,-0.312163425,0.93870472,0.077517445,-0.00025413,-0.02698188,-0.018589495,-0.005563545,0.00483801,-2.232356,-1.301076,1.080776,-0.370982,0.912241,-0.131491,-2.014852,-2.439497,-1.093343,-0.954136,-0.974715,-0.89704,3.628507562,1.47818545,1.732282097,0.098887293,0.879188461,0.016578788,0.314789865,0.775028496,0.092041112,0.032733482,0.10218894,0.019083439,0.365690334,0.036358474,0.259743164,0.028613603,0.012289504,0.12022696,0.804432379,1.084788381,0.399499523,0.294249896,0.443691328,-0.315274569,0.550145418,0.555867167,0.316970868,0.150823684,-0.450139832,-0.337438739,-0.029944457,0.166608556,-0.535875438,4
0.584272,-0.67558,0.084394,0.427158,0.638676,-0.641919,0.039169,0.02387,0.024149,0.006606,0.016644,0.001492,0.578950545,-0.68259407,0.082761115,0.42453938,0.63079962,-0.64948168,-0.0031298,0.00078198,-0.00232331,0.00215109,0.00705252,0.574574,-0.692777,0.081616,0.421096,0.62535,-0.654174,-0.022086,-0.016293,-0.019046,-0.003164,-0.001437,-0.016901,0.333908311,0.465991226,0.006836975,0.180418934,0.397959106,0.422970081,3.63E-05,4.71E-05,1.47E-05,4.49E-06,5.16E-05,2.06E-05,0.002840487,0.005150344,0.000633747,0.001533639,0.003993426,0.003615529,0.010016122,0.0092823,0.006320189,0.001895793,0.002979489,-0.349572961,0.558923271,0.63984015,-0.482891842,0.3435703,0.535759126,1.444151556,0.478283729,2.096356543,-0.014923092,5
-2.40196,-0.234068,0.962571,-0.653309,0.232695,0.720605,0.007074,0.009929,0.009401,0.011252,0.017401,0.004851,-2.40355701,-0.23440258,0.96069222,-0.654426035,0.23226195,0.719549725,-9.28E-05,-0.000428005,-0.000163525,0.00184146,0.003837165,-2.405127,-0.234848,0.959136,-0.655559,0.231937,0.718487,-0.007959,-0.011702,-0.007723,-0.005536,-0.010148,-0.011255,5.777771287,0.054952268,0.922715858,0.428137934,0.053953069,0.51788173,6.80E-06,1.06E-05,5.98E-06,6.75E-06,2.91E-05,1.73E-05,0.000984921,0.000139921,0.000815047,0.000697241,0.000136122,0.000657721,0.003341867,0.004668876,0.003581867,0.002990742,0.006236793,-0.269542968,0.086030007,0.327279644,-0.097557962,0.270276014,-0.073171884,-0.037823206,-0.144111684,0.326194674,0.10292613,5
-0.091231,-1.290944,-0.558492,-0.024922,0.962677,-0.2682,0.016429,0.023249,0.013369,0.026667,0.010144,-0.007478,-0.11967357,-1.295065815,-0.589067715,-0.032481465,0.96222564,-0.270272795,0.00058037,-0.002333575,0.000896625,0.01805296,0.005883005,-0.136459,-1.296727,-0.605359,-0.036872,0.961096,-0.274851,-0.013822,-0.048391,-0.015823,0.010065,-0.000778,-0.016975,0.015201841,1.678173862,0.351457535,0.001119039,0.926078067,0.072826848,7.43E-06,2.97E-05,2.71E-05,0.000322903,3.62E-05,0.000166591,0.015045731,0.001410019,0.01529115,0.00393305,0.00038493,0.001786245,0.004580752,0.013801197,0.006442091,0.002654859,0.001893212,1.122700539,0.575993796,0.728177135,0.588091564,-1.133441123,-0.839755068,-0.192582879,-1.51489015,-0.328457982,-0.022940887,1
0.010633,0.058912,0.040083,0.010616,-0.055159,-0.998252,0.010599,0.04153,0.04339,0.009083,0.042116,0.008193,0.006974385,0.056991165,0.037811215,0.00696312,-0.056960305,-0.998350335,-9.56E-05,0.001063175,-0.000971295,-0.01039389,0.01502206,0.005002,0.055187,0.034059,0.004994,-0.058878,-0.998443,-0.031195,-0.022657,-0.040133,-0.025128,-0.031779,-0.013339,4.49E-05,0.00327865,0.001397115,4.48E-05,0.003275101,0.996673771,2.26E-06,7.00E-06,8.25E-06,0.000108035,0.000230965,4.92E-06,0.001472312,0.001193426,0.001326541,0.001470262,0.001191453,5.99E-05,0.004526256,0.007231967,0.009642457,0.00374298,0.007201892,-0.094379492,0.460327026,-0.112976028,0.460033042,0.094409691,-0.101804406,-3.60028408,1.051568371,-0.164992013,1.109206165,5
1.555717,-0.327612,0.431147,0.860555,0.867608,-0.008662,3.715005,4.555081,4.709225,2.036854,1.556472,1.604676,1.263920665,-0.71532247,0.19477417,0.69006925,0.64182133,-0.23552643,-0.015078625,0.072782705,0.035374335,-0.01505391,0.08999851,1.015092,-1.050372,-0.044648,0.486389,0.321783,-0.489399,-2.956985,-4.420191,-4.796394,-0.948753,-0.714638,-1.035924,1.52654344,0.551744282,0.036117186,0.488890816,0.457442315,0.057051086,0.67897555,1.546435339,1.685296575,0.066652438,0.044690546,0.053316103,0.163123244,0.209625424,0.11473538,0.103576073,0.159267524,0.143446875,1.32914431,1.698770948,1.991858756,0.523824081,0.451100365,0.183658917,0.327652015,0.084841969,-0.26105006,-0.366911481,0.036769482,0.562168595,-0.027052673,0.272713695,1.24454121,4
0.008446,-1.027685,2.20774,0.002091,0.999507,0.359867,3.003059,3.372593,1.829114,1.036073,2.041852,1.097847,-1.282078025,-1.26301448,0.20809501,-0.178068655,0.94869196,-0.06378301,0.16698315,0.125723425,0.184719515,0.02594536,0.04591038,-3.000548,-1.539385,-1.664438,-0.416199,0.856105,-0.462692,-2.905571,-3.91798,-1.951295,-1.140263,-0.905842,-1.224953,1.020467904,1.594428988,1.012897873,0.032259328,0.908046046,0.055195242,1.578266597,1.270385532,0.24504082,0.027542729,0.03921331,0.072896075,0.917757152,0.095312805,1.176152657,0.096743723,0.027545059,0.233235216,1.504383541,1.505019469,0.693500483,0.257777062,0.384912885,-0.423055707,-0.344806224,-0.152326965,-0.096653186,-0.333372205,0.367447899,0.266770675,-0.43601979,0.088970167,-0.675780596,0
-0.292033,-1.012084,-0.320233,-0.116572,0.984441,0.328662,4.444029,5.205022,1.064255,0.791289,2.383039,1.789827,-1.132456965,-1.208105395,-1.326428865,-0.19280062,0.92889817,-0.157003275,0.072881025,-0.02955082,0.017067475,-0.026625565,0.108035255,-2.547311,-1.394165,-2.82348,-0.253549,0.847938,-0.499344,-4.860027,-3.927118,-1.988585,-0.920353,-1.056927,-2.617804,0.558829549,1.46167496,0.909624766,0.036881476,0.874714074,0.077927446,2.873993706,1.796302609,0.274281883,0.051771367,0.178588076,0.260461251,0.8161895,0.114118705,0.910219,0.029941989,0.040594613,0.270463156,2.071085432,1.958448245,0.664476289,0.370766057,0.558546611,-0.009737565,-0.510863123,-0.462086454,0.112326447,-0.29561084,0.34144186,0.202555616,0.814859681,-0.880968102,-0.455602328,4
2.53726,-1.298116,-1.630714,0.166208,0.965478,0.215242,0.012632,0.041017,0.022186,0.002295,0.010767,0.016399,2.508220835,-1.30331769,-1.654352945,0.15642548,0.96443649,0.2129442,-0.000359815,-0.00085018,-0.00072369,-0.007567565,0.00137326,2.475618,-1.307271,-1.679762,0.148153,0.963052,0.210705,-0.015715,-0.045827,-0.017012,-0.017486,-0.008423,-0.003855,6.302384343,1.699672801,2.731488363,0.024221027,0.930348022,0.04543612,1.31E-05,0.000116727,5.03E-05,5.98E-05,4.86E-06,2.50E-05,0.020246609,0.002828347,0.017450969,0.005827773,0.000748485,0.001465081,0.00527748,0.016497285,0.009124404,0.003569498,0.003198187,0.246092111,-0.119683184,-0.121505702,0.1560139,-0.25733571,-0.097123718,0.095025707,-0.274242715,0.346574211,-0.059548888,1
2.982781,-0.827491,-0.094264,0.519136,0.941026,0.649011,3.167842,1.933561,1.49355,0.595775,1.606646,0.692635,2.458126095,-1.051818805,-0.987215435,0.28629526,0.862625805,0.372684545,-0.11368525,-0.42108559,-0.100011825,0.024643065,0.05012714,1.606524,-1.225651,-1.560501,0.098499,0.736236,0.01816,-3.913807,-3.204369,-1.740046,-0.679059,-1.155079,-0.797641,6.061410008,1.089728414,1.278927483,0.068904933,0.747132799,0.11403637,0.715618969,0.658942002,0.105558239,0.033805866,0.043309401,0.043590158,0.294405381,0.115221645,0.422526103,0.098582939,0.058182709,0.148594345,1.530964036,1.169212208,0.588604264,0.241386767,0.474575336,0.185702539,-0.513621723,0.931724192,0.670469047,-0.406177474,0.170081258,-0.322797258,-0.162778901,-0.04286655,0.087036443,0
